site,jday,month,month_name,season_name,species,microhabitat,ind,phenology,cycle_phase,leaf_type,leaf_code,leaf_state,obv_temp,rev_temp,cond_obv_temp,rad_obv_temp,wind_obv_temp,METCAT_TM,METCAT_TX,SENS_TM,SENS_TX,SENS_TM2H,length,width,chl,fresh_weight,dry_weight,water_content,leaf_dens
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_14,veg,rep,m,2,green,17.8333333333333,17.6,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_14,veg,rep,a,3,green,18.5333333333333,17.5333333333333,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_15,veg,rep,b,1,senescent,17.8,17.7333333333333,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,7.5,2.5,4.43333333333333,0.161800000000003,0.0264,5.128787878787992,3.52
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_15,veg,rep,m,2,green,17.8666666666667,18.4666666666667,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,7.8,3.4,40.6333333333333,0.440200000000001,0.0644,5.83540372670809,8.256410256410257
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_15,veg,rep,a,3,green,17.7666666666667,17.5,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,2.5,2,36.4,0.061399999999999,0.0102,5.019607843137156,4.08
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_16,veg,rep,b,1,green,17.7666666666667,17.8,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,7.6,2,24.0333333333333,0.2272,0.0252,8.015873015873016,3.3157894736842106
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_16,veg,rep,m,2,green,18.3333333333333,18.3666666666667,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,5.4,2.4,35.7333333333333,0.182500000000001,0.0293,5.2286689419795565,5.425925925925926
AE,111,4,apr,spring,Lepidium draba,SC,AE_SC_16,veg,rep,a,3,green,17.3333333333333,17.3333333333333,NR_NW,NR,NW,9.6,18.1,10.375,18.5,17,1.3,1.1,35.2,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_17,veg,rep,b,1,green,25.7666666666667,25.4,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_17,veg,rep,m,2,green,25.3,25.1333333333333,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_17,veg,rep,a,3,green,27.6666666666667,26.6,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_18,veg,rep,b,1,senescent,24.2333333333333,24,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_18,veg,rep,m,2,presenescent,24.7333333333333,24.4,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_18,veg,rep,a,3,green,25.4666666666667,24.3,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_19,veg,rep,b,1,senescent,24.4,24.0333333333333,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,6.9,2.6,22.0666666666667,0.194800000000001,0.0315,5.1841269841270154,4.565217391304348
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_19,veg,rep,m,2,green,24.4666666666667,23.8666666666667,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,7,3,26.3666666666667,0.272600000000001,0.0392,5.954081632653087,5.6
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_19,veg,rep,a,3,green,24.1,23.7333333333333,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,3,1.4,25.9,0.0611999999999995,0.0108,4.66666666666662,3.6
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_20,veg,rep,b,1,senescent,26.1666666666667,25.7,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,9.5,4,18.7,0.401299999999999,0.0502,6.994023904382449,5.28421052631579
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_20,veg,rep,m,2,green,27.3666666666667,26.3666666666667,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,8,3.5,27.3666666666667,0.4284,0.0467,8.173447537473233,5.8374999999999995
AE,135,5,may,spring,Lepidium draba,SC,AE_SC_20,veg,rep,a,3,green,28.5333333333333,27.0333333333333,NR_NW,NR,NW,19.1,26,18.8125,25,23.75,2.5,1.1,29.5666666666667,0.0244999999999997,0.0053,3.6226415094339055,2.12
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_21,sen,absence,NA,NA,NO_LEAF,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,0,0,0,0,0,NA,NA
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_21,sen,absence,NA,NA,NO_LEAF,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,0,0,0,0,0,NA,NA
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_21,sen,absence,NA,2,NO_LEAF,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,0,0,0,0,0,NA,NA
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_21,sen,absence,NA,NA,NO_LEAF,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,0,0,0,0,0,NA,NA
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_21,sen,absence,NA,NA,NO_LEAF,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,0,0,0,0,0,NA,NA
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_23,veg,rep,b,1,green,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,2.7,0.9,25.3333333333333,0.0173999999999985,0.0017,9.235294117646177,0.6296296296296295
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_23,veg,rep,m,2,green,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,3.2,1.1,28,0.0130999999999997,0.004,2.274999999999925,1.25
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_23,veg,rep,a,3,green,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,3.2,1,23.6,0.0177000000000014,0.0035,4.057142857143257,1.09375
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_24,veg,rep,b,1,green,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,7,2.7,21.6333333333333,0.210100000000001,0.0275,6.640000000000037,3.9285714285714284
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_24,veg,rep,m,2,green,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,4,2.5,30.2333333333333,0.1629,0.018,8.05,4.5
AE,153,6,jun,summer,Lepidium draba,SC,AE_SC_24,veg,rep,a,3,green,NA,NA,NA,NA,NA,19,23.9,19.6875,25.5,24.5,2.5,1.5,23.9333333333333,0.0602000000000018,0.0072,7.361111111111362,2.88
AE,207,7,jul,summer,Lepidium draba,SC,AE_SC_26,sum_ros,ros,b,1,green,28.7,28.3,NR_NW,NR,NW,23.6,28.3,23.6041666666667,30,27,3,0.4,NA,NA,NA,NA,NA
AE,207,7,jul,summer,Lepidium draba,SC,AE_SC_27,sum_ros,ros,b,1,green,27.8666666666667,27.9333333333333,NR_NW,NR,NW,23.6,28.3,23.6041666666667,30,27,0.7,0.2,NA,NA,NA,NA,NA
AE,207,7,jul,summer,Lepidium draba,SC,AE_SC_28,sum_ros,ros,b,1,green,27.5,27.3333333333333,NR_NW,NR,NW,23.6,28.3,23.6041666666667,30,27,0.7,0.2,NA,NA,NA,NA,NA
AE,207,7,jul,summer,Lepidium draba,SC,AE_SC_29,sum_ros,ros,b,1,green,27.8666666666667,28.4333333333333,R_NW,R,NW,23.6,28.3,23.6041666666667,30,27,2.5,0.5,NA,NA,NA,NA,NA
AE,207,7,jul,summer,Lepidium draba,SC,AE_SC_30,sum_ros,ros,b,1,green,27.6666666666667,27.5333333333333,NR_NW,NR,NW,23.6,28.3,23.6041666666667,30,27,1.5,0.3,NA,NA,NA,NA,NA
AE,207,7,jul,summer,Lepidium draba,SC,AE_SC_31,sum_ros,ros,b,1,green,28.9333333333333,28.5666666666667,NR_NW,NR,NW,23.6,28.3,23.6041666666667,30,27,5.3,0.5,NA,NA,NA,NA,NA
AE,214,8,aug,summer,Lepidium draba,SC,AE_SC_32,sum_ros,ros,b,1,green,29.4333333333333,29.7333333333333,NR_NW,NR,NW,23.6,27.9,24.6458333333333,30.5,27.75,4.8,0.9,NA,NA,NA,NA,NA
AE,214,8,aug,summer,Lepidium draba,SC,AE_SC_33,sum_ros,ros,b,1,green,28.9333333333333,29.1333333333333,NR_NW,NR,NW,23.6,27.9,24.6458333333333,30.5,27.75,4,0.5,NA,NA,NA,NA,NA
AE,214,8,aug,summer,Lepidium draba,SC,AE_SC_34,sum_ros,ros,b,1,green,29.8333333333333,29.8,NR_NW,NR,NW,23.6,27.9,24.6458333333333,30.5,27.75,3.4,0.4,NA,NA,NA,NA,NA
AE,214,8,aug,summer,Lepidium draba,SC,AE_SC_35,sum_ros,ros,b,1,green,27.7666666666667,27.7,NR_NW,NR,NW,23.6,27.9,24.6458333333333,30.5,27.75,2,0.5,NA,NA,NA,NA,NA
AE,214,8,aug,summer,Lepidium draba,SC,AE_SC_36,sum_ros,ros,b,1,green,29.3333333333333,28.7666666666667,NR_NW,NR,NW,23.6,27.9,24.6458333333333,30.5,27.75,3.5,0.4,NA,NA,NA,NA,NA
AE,214,8,aug,summer,Lepidium draba,SC,AE_SC_37,sum_ros,ros,b,1,green,27.0333333333333,26.3666666666667,NR_NW,NR,NW,23.6,27.9,24.6458333333333,30.5,27.75,2.5,0.6,NA,NA,NA,NA,NA
AE,226,8,aug,summer,Lepidium draba,SC,AE_SC_38,sum_ros,ros,b,1,green,31.8,31.8666666666667,NR_NW,NR,NW,22.7,31.4,23.5833333333333,37.5,30.75,2.6,0.7,NA,NA,NA,NA,NA
AE,226,8,aug,summer,Lepidium draba,SC,AE_SC_39,sum_ros,ros,b,1,green,30.2666666666667,30.7666666666667,NR_NW,NR,NW,22.7,31.4,23.5833333333333,37.5,30.75,1.9,0.4,NA,NA,NA,NA,NA
AE,226,8,aug,summer,Lepidium draba,SC,AE_SC_40,sum_ros,ros,b,1,green,31.8,32,NR_NW,NR,NW,22.7,31.4,23.5833333333333,37.5,30.75,1,0.5,NA,NA,NA,NA,NA
AE,226,8,aug,summer,Lepidium draba,SC,AE_SC_41,sum_ros,ros,b,1,green,33.0333333333333,33.3,NR_NW,NR,NW,22.7,31.4,23.5833333333333,37.5,30.75,2.8,0.4,NA,NA,NA,NA,NA
AE,226,8,aug,summer,Lepidium draba,SC,AE_SC_42,sum_ros,ros,b,1,green,33.4333333333333,33.5,NR_NW,NR,NW,22.7,31.4,23.5833333333333,37.5,30.75,3.9,0.6,NA,NA,NA,NA,NA
AE,226,8,aug,summer,Lepidium draba,SC,AE_SC_43,sum_ros,ros,b,1,green,33.8666666666667,34.6,NR_NW,NR,NW,22.7,31.4,23.5833333333333,37.5,30.75,1,0.5,NA,NA,NA,NA,NA
AE,234,8,aug,summer,Lepidium draba,SC,AE_SC_44,sum_ros,ros,b,1,green,30.4,30.2,NR_W,NR,W,21.8,32,22.75,35.5,32.5,1,0.5,NA,NA,NA,NA,NA
AE,234,8,aug,summer,Lepidium draba,SC,AE_SC_45,sum_ros,ros,b,1,green,29.2666666666667,29.4,NR_W,NR,W,21.8,32,22.75,35.5,32.5,1,0.5,NA,NA,NA,NA,NA
AE,234,8,aug,summer,Lepidium draba,SC,AE_SC_46,sum_ros,ros,b,1,green,30.9,30.8,NR_NW,NR,NW,21.8,32,22.75,35.5,32.5,1.5,1,NA,NA,NA,NA,NA
AE,234,8,aug,summer,Lepidium draba,SC,AE_SC_47,sum_ros,ros,b,1,green,29.2,29.2,NR_W,NR,W,21.8,32,22.75,35.5,32.5,1,0.5,NA,NA,NA,NA,NA
AE,234,8,aug,summer,Lepidium draba,SC,AE_SC_48,sum_ros,ros,b,1,green,28.7,29,R_W,R,W,21.8,32,22.75,35.5,32.5,3,0.2,NA,NA,NA,NA,NA
AE,234,8,aug,summer,Lepidium draba,SC,AE_SC_49,sum_ros,ros,b,1,green,31.4,32.2,R_NW,R,NW,21.8,32,22.75,35.5,32.5,2,0.7,NA,NA,NA,NA,NA
AE,262,9,sep,autumn,Lepidium draba,SC,AE_SC_50,aut_ros,ros,b,1,green,23.1333333333333,23.3333333333333,R/NR_NW,R/NR,NW,17.7,23.6,17.3125,24,23.5,7.5,1.5,31.8666666666667,0.0865,0.019,3.552631578947368,2.533333333333333
AE,262,9,sep,autumn,Lepidium draba,SC,AE_SC_51,aut_ros,ros,b,1,green,22.7333333333333,22.2333333333333,NR_W,NR,W,17.7,23.6,17.3125,24,23.5,6.5,1.6,35.3666666666667,0.068,0.014,3.8571428571428577,2.1538461538461537
AE,262,9,sep,autumn,Lepidium draba,SC,AE_SC_52,aut_ros,ros,b,1,green,23.8333333333333,24.2333333333333,R/NR_W/NW,R/NR,W/NW,17.7,23.6,17.3125,24,23.5,5,1,33.6666666666667,0.0405,0.006,5.75,1.2
AE,262,9,sep,autumn,Lepidium draba,SC,AE_SC_53,aut_ros,ros,b,1,green,21.9,22.5333333333333,R/NR_W/NW,R/NR,W/NW,17.7,23.6,17.3125,24,23.5,3.5,0.9,39.7333333333333,0.028,0.005,4.6,1.4285714285714286
AE,262,9,sep,autumn,Lepidium draba,SC,AE_SC_54,aut_ros,ros,b,1,green,21.1,21.0333333333333,R/NR_W/NW,R/NR,W/NW,17.7,23.6,17.3125,24,23.5,7.4,1.4,36.1333333333333,0.055,0.011,4,1.4864864864864864
AE,262,9,sep,autumn,Lepidium draba,SC,AE_SC_55,aut_ros,ros,b,1,green,22.3333333333333,22.2,NR_W/NW,NR,W/NW,17.7,23.6,17.3125,24,23.5,2.7,0.7,38.3,0.025,0.0035,6.142857142857143,1.2962962962962963
AE,300,10,oct,autumn,Lepidium draba,SC,AE_SC_56,aut_ros,ros,b,1,green,21.3666666666667,21.7,NR_W/NW,NR,W/NW,17.2,24.3,16.25,23.5,21.25,17,2.6,25.7666666666667,0.1545,0.0203,6.610837438423645,1.1941176470588233
AE,300,10,oct,autumn,Lepidium draba,SC,AE_SC_57,aut_ros,ros,b,1,green,21,21.4,R/NR_W/NW,R/NR,W/NW,17.2,24.3,16.25,23.5,21.25,15.5,3,24.5,0.1995,0.0266,6.5,1.7161290322580645
AE,300,10,oct,autumn,Lepidium draba,SC,AE_SC_58,aut_ros,ros,b,1,green,21.2,21.3,R_NW,R,NW,17.2,24.3,16.25,23.5,21.25,13,2,28.2333333333333,0.1135,0.0186,5.10215053763441,1.4307692307692306
AE,300,10,oct,autumn,Lepidium draba,SC,AE_SC_59,aut_ros,ros,b,1,green,20.2333333333333,20.0333333333333,R/NR_W/NW,R/NR,W/NW,17.2,24.3,16.25,23.5,21.25,14,3,37.6,0.306,0.0526,4.817490494296578,3.757142857142857
AE,300,10,oct,autumn,Lepidium draba,SC,AE_SC_60,aut_ros,ros,b,1,green,20.0333333333333,20,R/NR_W/NW,R/NR,W/NW,17.2,24.3,16.25,23.5,21.25,14,3,26.2333333333333,0.256,0.0319,7.025078369905957,2.2785714285714285
AE,300,10,oct,autumn,Lepidium draba,SC,AE_SC_61,aut_ros,ros,b,1,green,20.3333333333333,20.2,R_W/NW,R,W/NW,17.2,24.3,16.25,23.5,21.25,10.5,2,43.6,0.235,0.0461,4.09761388286334,4.390476190476191
AE,61,3,mar,spring,Lepidium draba,C,AE_C_3,veg,rep,b,1,green,NA,NA,NA,NA,NA,9,18.1,9.5,16,15,6.7,1,36.8333333333333,NA,NA,NA,NA
AE,61,3,mar,spring,Lepidium draba,C,AE_C_3,veg,rep,m,2,green,NA,NA,NA,NA,NA,9,18.1,9.5,16,15,11,2,23.2,0.141200000000001,0.0146,8.671232876712397,1.3272727272727272
AE,61,3,mar,spring,Lepidium draba,C,AE_C_3,veg,rep,a,3,green,NA,NA,NA,NA,NA,9,18.1,9.5,16,15,5.9,1.4,25.2,0.0753999999999984,0.0104,6.2499999999998455,1.7627118644067796
AE,61,3,mar,spring,Lepidium draba,C,AE_C_4,veg,rep,b,1,green,NA,NA,NA,NA,NA,9,18.1,9.5,16,15,10,1.5,30.7666666666667,0.116299999999999,0.0139,7.366906474820073,1.39
AE,61,3,mar,spring,Lepidium draba,C,AE_C_4,veg,rep,m,2,green,NA,NA,NA,NA,NA,9,18.1,9.5,16,15,15,2.4,24.7,0.288700000000002,0.0324,7.910493827160557,2.1599999999999997
AE,61,3,mar,spring,Lepidium draba,C,AE_C_4,veg,rep,a,3,green,NA,NA,NA,NA,NA,9,18.1,9.5,16,15,6,1.5,28.7333333333333,0.102900000000002,0.0156,5.596153846153975,2.6
AE,76,3,mar,spring,Lepidium draba,C,AE_C_5,veg,rep,b,1,green,18.4,20.5,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,NA,NA,NA,NA,NA,NA,NA
AE,76,3,mar,spring,Lepidium draba,C,AE_C_5,veg,rep,m,2,green,19.2,21,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,NA,NA,NA,NA,NA,NA,NA
AE,76,3,mar,spring,Lepidium draba,C,AE_C_5,veg,rep,a,3,green,17.5,21,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,NA,NA,NA,NA,NA,NA,NA
AE,76,3,mar,spring,Lepidium draba,C,AE_C_6,veg,rep,b,1,green,23,25.3,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,NA,NA,NA,NA,NA,NA,NA
AE,76,3,mar,spring,Lepidium draba,C,AE_C_6,veg,rep,m,2,green,22,20.5,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,NA,NA,NA,NA,NA,NA,NA
AE,76,3,mar,spring,Lepidium draba,C,AE_C_6,veg,rep,a,3,green,21,20,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,NA,NA,NA,NA,NA,NA,NA
AE,76,3,mar,spring,Lepidium draba,C,AE_C_7,veg,rep,b,1,green,16.7,16.3,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,14,3,25.4,0.372700000000002,0.0399,8.340852130325864,2.85
AE,76,3,mar,spring,Lepidium draba,C,AE_C_7,veg,rep,m,2,green,17.8,17.5,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,13.5,2.2,26.3,0.381700000000002,0.0416,8.175480769230816,3.0814814814814815
AE,76,3,mar,spring,Lepidium draba,C,AE_C_7,veg,rep,a,3,green,19.3,18,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,5.5,1.4,33.0333333333333,0.125500000000002,0.0184,5.820652173913152,3.3454545454545452
AE,76,3,mar,spring,Lepidium draba,C,AE_C_8,veg,rep,b,1,presenescent,20.3,20,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,8,1,21.6333333333333,0.0799000000000003,0.0068,10.750000000000044,0.85
AE,76,3,mar,spring,Lepidium draba,C,AE_C_8,veg,rep,m,2,green,17,17.5,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,12,2.5,29.3666666666667,0.203400000000002,0.0265,6.675471698113284,2.2083333333333335
AE,76,3,mar,spring,Lepidium draba,C,AE_C_8,veg,rep,a,3,green,19,19.5,"NA_NA",NA,NA,10.2,17.9,10.875,17,16.25,6,1,29.4666666666667,0.0926999999999989,0.015,5.179999999999927,2.5
AE,96,4,apr,spring,Lepidium draba,C,AE_C_9,veg,rep,b,1,green,22.2,22,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,NA,NA,NA,NA,NA,NA,NA
AE,96,4,apr,spring,Lepidium draba,C,AE_C_9,veg,rep,m,2,green,21.2,21.5,R_NW,R,NW,17.4,23.4,16.4583333333333,22,20,NA,NA,NA,NA,NA,NA,NA
AE,96,4,apr,spring,Lepidium draba,C,AE_C_9,veg,rep,a,3,green,22.3,22.1,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,NA,NA,NA,NA,NA,NA,NA
AE,96,4,apr,spring,Lepidium draba,C,AE_C_10,veg,rep,b,1,senescent,22.8,22.4,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,5.5,1,24.2,NA,NA,NA,NA
AE,96,4,apr,spring,Lepidium draba,C,AE_C_10,veg,rep,m,2,senescent,24.5,23.2,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,2.9,1.2,30.3333333333333,NA,NA,NA,NA
AE,96,4,apr,spring,Lepidium draba,C,AE_C_10,veg,rep,a,3,senescent,23.7,23.5,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,2.2,0.9,29.2333333333333,NA,NA,NA,NA
AE,96,4,apr,spring,Lepidium draba,C,AE_C_11,veg,rep,b,1,green,21.2,21.4,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,11.8,2.5,25.2666666666667,0.245200000000001,0.0391,5.271099744245549,3.3135593220338984
AE,96,4,apr,spring,Lepidium draba,C,AE_C_11,veg,rep,m,2,green,22.8,22,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,9.5,2.6,24.1666666666667,0.269100000000002,0.0444,5.060810810810856,4.673684210526315
AE,96,4,apr,spring,Lepidium draba,C,AE_C_11,veg,rep,a,3,green,24,23.2,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,3.8,1.5,34.6666666666667,0.0717999999999996,0.0138,4.202898550724608,3.631578947368421
AE,96,4,apr,spring,Lepidium draba,C,AE_C_12,veg,rep,b,1,green,23,23.3,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,10,1.5,27.6,0.2026,0.0303,5.686468646864687,3.0300000000000002
AE,96,4,apr,spring,Lepidium draba,C,AE_C_12,veg,rep,m,2,green,21.4,22.5,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,7,1.1,25.3333333333333,0.1281,0.0229,4.593886462882096,3.2714285714285714
AE,96,4,apr,spring,Lepidium draba,C,AE_C_12,veg,rep,a,3,green,23.1,23.2,NR_NW,NR,NW,17.4,23.4,16.4583333333333,22,20,4.2,0.8,34.4,0.0582999999999991,0.0104,4.605769230769145,2.4761904761904763
AE,111,4,apr,spring,Lepidium draba,C,AE_C_13,veg,rep,b,1,senescent,17.1333333333333,16.9666666666667,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,C,AE_C_13,veg,rep,m,2,green,17,17.3666666666667,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,C,AE_C_13,veg,rep,a,3,green,18.0666666666667,16.6,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,C,AE_C_14,veg,rep,b,1,senescent,16.6666666666667,16.4,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,C,AE_C_14,veg,rep,m,2,green,16.9,16.6,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,C,AE_C_14,veg,rep,a,3,green,17.0333333333333,16.9,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,NA,NA,NA,NA,NA,NA,NA
AE,111,4,apr,spring,Lepidium draba,C,AE_C_15,veg,rep,b,1,senescent,17.5333333333333,17.5333333333333,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,8,2,14.7,0.151399999999999,0.0156,8.705128205128142,1.95
AE,111,4,apr,spring,Lepidium draba,C,AE_C_15,veg,rep,m,2,green,17.2666666666667,17,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,5.8,1.8,27.7,0.118300000000001,0.0146,7.102739726027465,2.5172413793103448
AE,111,4,apr,spring,Lepidium draba,C,AE_C_15,veg,rep,a,3,green,16.1,16.3333333333333,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,3.2,1.2,29.9,0.0474999999999994,0.0081,4.864197530864123,2.5312499999999996
AE,111,4,apr,spring,Lepidium draba,C,AE_C_16,veg,rep,b,1,senescent,17,17.3,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,8.3,2.4,17.2,0.212999999999997,0.0236,8.025423728813433,2.843373493975903
AE,111,4,apr,spring,Lepidium draba,C,AE_C_16,veg,rep,m,2,green,17.2,17,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,5.6,1.8,26.3666666666667,0.114100000000001,0.0137,7.328467153284745,2.4464285714285716
AE,111,4,apr,spring,Lepidium draba,C,AE_C_16,veg,rep,a,3,green,17.2333333333333,16.9,NR_NW,NR,NW,9.6,18.1,9.8125,16,15.5,5.7,1.9,27.9333333333333,0.119799999999998,0.017,6.047058823529294,2.982456140350877
AE,135,5,may,spring,Lepidium draba,C,AE_C_17,veg,rep,b,1,senescent,25.7666666666667,33.6666666666667,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_17,veg,rep,m,2,green,26.3,25.4666666666667,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_17,veg,rep,a,3,green,25,25.8,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_18,veg,rep,b,1,green,24.7333333333333,24.2,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_18,veg,rep,m,2,green,24.5,24.6666666666667,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_18,veg,rep,a,3,green,24.6,24.4,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,NA,NA,NA,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_19,veg,rep,b,1,green,25.0666666666667,24.4,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,6.6,2.2,18.1,0.114000000000001,0.0139,7.201438848920937,2.106060606060606
AE,135,5,may,spring,Lepidium draba,C,AE_C_19,veg,rep,m,2,green,25.1,24.6,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,4.6,2.1,19.8666666666667,0.0633999999999997,0.0098,5.4693877551020105,2.130434782608696
AE,135,5,may,spring,Lepidium draba,C,AE_C_19,veg,rep,a,3,green,25.0333333333333,25.6,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,3.5,1,25.4666666666667,NA,NA,NA,NA
AE,135,5,may,spring,Lepidium draba,C,AE_C_20,veg,rep,b,1,green,26.1666666666667,25.3666666666667,NR_NW,NR,NW,19.1,26,18.0625,23.5,22.75,5.5,2.6,23.9666666666667,0.164966532258065,0.0256,5.444005166330664,4.654545454545455
